"number","name","cmt","desc","symbol","url","Latitude","Longitude"
,"Värrätsaari",,,"anchorage","https://photos.google.com/share/AF1QipMBwRB5UnurPg5I0t-_BVvMbqoqhqn2dCCUfBRF8ojCo0PYwD3RUObTxhN4biKqOA/photo/AF1QipMDLK2qCXeZGoWJFd8oko_afZ-1u5pIE6QV7X2a?key=aXhxNEZBSWRjOE9sNHN3RUdmaUVjUFJfeTc5UE1n","61.326725","27.915878"
,"Värrätsaari N",,"shallow beach","beach","https://photos.google.com/share/AF1QipMBwRB5UnurPg5I0t-_BVvMbqoqhqn2dCCUfBRF8ojCo0PYwD3RUObTxhN4biKqOA/photo/AF1QipN-K0HOWY5WnqVCPoDz6ezIW9HqE2UdhBRk3W8d?key=aXhxNEZBSWRjOE9sNHN3RUdmaUVjUFJfeTc5UE1n","61.327860","27.918646"
4196,"Värrätsaari S","Waste disposal","shallow","naturharbor","https://photos.google.com/share/AF1QipMBwRB5UnurPg5I0t-_BVvMbqoqhqn2dCCUfBRF8ojCo0PYwD3RUObTxhN4biKqOA/photo/AF1QipOFFNDNt6BmSlImILzfWFIWBF7V77_OVHYWy1MX?key=aXhxNEZBSWRjOE9sNHN3RUdmaUVjUFJfeTc5UE1n","61.325101","27.915642"
4296,"Vartiosaari","Waste disposal,  Outhouse toilet,  Campfire site,  Landing stage,  ","(PSS)","naturharbor",,"61.628333","27.766667"
5380,"Vasarasaari ","Outhouse toilet,  Campfire site,  Shelter, ","(Metsähallitus) ","naturharbor",,"62.471667","28.658333"
,"Vasikkasaari",,,"guestharbor",,"61.559490","27.288747"
4879,"Vatanen","Waste disposal,  Outhouse toilet,  Campfire site,   Landing stage, Buoys,  lodge  ","(PSS) shallow sandy beach","naturharbor",,"62.748716","27.788936"
5261,"Vehmersalmi","Information, Restaurant, Grocery, Fuel, Sauna, Septic,",,"marina","https://photos.google.com/share/AF1QipMBwRB5UnurPg5I0t-_BVvMbqoqhqn2dCCUfBRF8ojCo0PYwD3RUObTxhN4biKqOA/photo/AF1QipPC-IlbqA4hANO-8MPrKUCnNmVaYJ5oYL-oNq7d?key=aXhxNEZBSWRjOE9sNHN3RUdmaUVjUFJfeTc5UE1n","62.762719","28.017904"
,"Veihtniemi",,,"anchorage","https://lh3.googleusercontent.com/hYYU_b3d5NUNqjJZo5QpVRAv8NBgd5W_ceDsdl0l9olk8kYeTgcI3Rw6KRtNwnbGgV3nXREis0zTEICUsFVciAmXpiP7zaoWp8Nudqt4Mq2sBtraIHvdeZl6AgCDnd_bOAeTGhmZPGw=w3272-h803","61.517073","28.561025"
,"Vekaransalmi",,,"pier",,"61.738247","28.504421"
,"Vihtakannankanava port",,"wood store","port",,"62.153267","29.238170"
5400,"Vihtarniemi, Huhmarniemi ","Outhouse toilet,  Campfire site,  ","(Metsähallitus) ","naturharbor",,"62.415000","28.883333"
5133,"Viinitietokeskus","Sauna, Septic,",,"pier",,"63.012108","28.252297"
5384,"Viitalahti","Sauna,",,"guestharbor",,"62.496334","28.531815"
,"Vilkaharju",,,"pier",,"61.765911","28.430091"
4588,"Virtasalmi","Cafe, Sauna, Shelter, Slip, Landing stage, kottage",,"pier",,"61.763805","29.192161"
4266,"Vitjanen","Fuel, Septic,",,"marina",,"61.580800","27.642326"
5466,"Vörstinsaaret ","Waste disposal,  Outhouse toilet,  Campfire site,  Landing stage, ","(PSS)","guestharbor","https://drive.google.com/open?id=1gSqRkuPuzAFr9IYsbc8XNU6BtoQ3ad8eSA","62.114534","28.813517"
,"Vuokseensuu",,,"guestharbor",,"61.224631","28.782265"
,"Vuoksi",,,"port",,"61.229578","28.818057"
5598,"Vuoniemi ","Landing stage","monument","guestharbor",,"62.395849","29.760160"
5778,"Vuonislahti",,,"pier",,"63.152830","29.981005"
5766,"Vuonissalmi",,,"pier",,"63.145522","29.995360"
4967,"Vuorela","Information, Grocery, Slip, Cafe, Sauna,",,"marina",,"62.971757","27.699848"
5353,"Vuorenalus","Waste disposal, Outhouse toilet, Campfire site, Landing stage,",,"naturharbor",,"62.765000","28.703333"
4810,"Vuorikiuas","Outhouse toilet,  Campfire site, Buoys","National park ","guestharbor","https://drive.google.com/open?id=15pCESA2tJItR64GMnZa-q7MqANod3JQLsg","62.225729","28.172921"
,"Vuorikiukas",,,"naturharbor",,"62.274186","28.171391"
,"Vuorilahti","Cottages, Restaurant, Sauna","Home museum","pier",,"61.614696","29.227501"
4355,"Yksköytinen","Outhouse toilet,  Campfire site,  ","(PSS)","naturharbor","https://drive.google.com/open?id=1dGmUoMfnszCZsDSMED17Db-m8xSCyqyF4g","61.525209","27.970692"
